Date,Day,Home,Division,League,Matchup,,,,Attend,IL?,Notes,
15-Apr,Tues,White Sox,AL Central,AL,at Chicago White Sox 2 Boston 1,Webb (1-0),Badenhop (0-2),,13402,,,
15-Apr,Tues,Brewers,NL Central,NL,St. Louis 6 at Milwaukee 1,Miller (1-2),Estrada (1-1),,27470,,,
15-Apr,Tues,Twins,AL Central,AL,Toronto 9 at Minnesota 3,Loup (1-0),Hughes (0-1),,21818,,,
15-Apr,Tues,Astros,AL West,AL,Kansas City 4 at Houston 2,Ventura (1-0),Harrell (0-3),Holland (4),29778,,,
15-Apr,Tues,Dbacks,NL West,NL,NY Mets 9 at Arizona 0,Mejia (2-0),Arroyo (1-1),,21969,,,
15-Apr,Tues,Angels,AL West,AL,Oakland 10 at LA Angels 9,Johnson (2-2),Herrera (0-1),,34887,,,
15-Apr,Tues,Padres,NL West,NL,Colorado 3 at San Diego 2,Nicasio (2-0),Erlin (1-1),Hawkins (3),18012,,,
15-Apr,Tues,Giants,NL West,NL,at San Francisco 3 LA Dodgers 2,Petit (1-1),League (0-1),,42469,,,
16-Apr,Weds,Orioles,AL East,AL,at Baltimore 3 Tampa Bay 0,Gonzalez (1-1),Odorizzi (1-2),Hunter (4),22611,,,
16-Apr,Weds,Reds,NL Central,NL,at Cincinnati 4 Pittsburgh 0,Cueto (1-2),Liriano (0-3),,16825,,,
16-Apr,Weds,Yankees,AL East,AL,at NY Yankees 3 Chicago Cubs 0,Tanaka (2-0),Hammel (2-1),Kelley (4),36569,y,,
16-Apr,Weds,Brewers,NL Central,NL,at Milwaukee 5 St. Louis 1,Peralta (2-0),Kelly (1-1),,26668,,,
16-Apr,Weds,Dbacks,NL West,NL,NY Mets 5 at Arizona 2,Gee (1-0),McCarthy (0-3),,19673,,,
16-Apr,Weds,Phillies,NL East,NL,Atlanta 1 at Philadelphia 0,Teheran (2-1),Lee (2-2),,23382,,,
16-Apr,Weds,Yankees,AL East,AL,at NY Yankees 2 Chicago Cubs 0,Pineda (2-1),Wood (0-2),Warren (1),40073,y,,
16-Apr,Weds,Tigers,AL Central,AL,Cleveland 3 at Detroit 2,McAllister (2-0),Sanchez (0-1),Axford (5),23811,,,
16-Apr,Weds,Marlins,NL East,NL,Washington 6 at Miami 3,Storen (1-0),Dunn (0-2),Soriano (3),20178,,,
16-Apr,Weds,Rangers,AL West,AL,at Texas 3 Seattle 2,Figueroa (1-1),Rodney (0-1),,27396,,,
16-Apr,Weds,White Sox,AL Central,AL,Boston 6 at Chicago White Sox 4,Capuano (1-0),Garcia (0-1),Badenhop (1),13302,,,
16-Apr,Weds,Twins,AL Central,AL,Toronto at Minnesota,Postponed,,,N/A,,,
16-Apr,Weds,Astros,AL West,AL,Kansas City 6 at Houston 4,Duffy (1-0),Williams (0-1),Holland (5),23043,,,
16-Apr,Weds,Angels,AL West,AL,at LA Angels 5 Oakland 4,Smith (1-0),Pomeranz (1-1),,37344,,,
16-Apr,Weds,Padres,NL West,NL,at San Diego 4 Colorado 2,Cashner (2-1),De La Rosa (0-3),Street (5),17428,,,
16-Apr,Weds,Giants,NL West,NL,at San Francisco 2 LA Dodgers 1,Machi (3-0),Howell (1-1),Romo (4),42773,,,
17-Apr,Thurs,Phillies,NL East,NL,at Philadelphia 1 Atlanta 0,Bastardo (2-1),Wood (2-2),Papelbon (4),25750,,,
17-Apr,Thurs,Tigers,AL Central,AL,at Detroit 7 Cleveland 5,Verlander (2-1),Salazar (0-2),Nathan (2),25990,,,
17-Apr,Thurs,Twins,AL Central,AL,at Minnesota 7 Toronto 0,Gibson (3-0),Dickey (1-3),,20507,,,
17-Apr,Thurs,Rangers,AL West,AL,at Texas 8 Seattle 6,Figueroa (2-1),Beimel (0-1),Soria (2),29024,,,
17-Apr,Thurs,Giants,NL West,NL,LA Dodgers 2 at San Francisco 1,Ryu (2-1),Bumgarner (2-1),Jansen (5),42890,,,
17-Apr,Thurs,Padres,NL West,NL,Colorado 3 at San Diego 1,Morales (1-1),Kennedy (1-3),Hawkins (4),17557,,,
17-Apr,Thurs,Nationals,NL East,NL,St. Louis 8 at Washington 0,Wainwright (3-1),Jordan (0-2),,28987,,,
17-Apr,Thurs,Pirates,NL Central,NL,at Pittsburgh 11 Milwaukee 2,Volquez (1-0),Wooten (0-1),,17584,,,
17-Apr,Thurs,Rays,AL East,AL,NY Yankees 10 at Tampa Bay 2,Sabathia (2-2),Price (2-1),,28085,,,
17-Apr,Thurs,Twins,AL Central,AL,at Minnesota 9 Toronto 5,Fien (2-0),Santos (0-1),,20698,,,
17-Apr,Thurs,White Sox,AL Central,AL,Boston 3 at Chicago White Sox 1,Lester (2-2),Belisario (1-2),Uehara (3),17454,,,
17-Apr,Thurs,Astros,AL West,AL,Kansas City 5 at Houston 1,Shields (1-2),Feldman (2-1),,26333,,,
18-Apr,Fri,Cubs,NL Central,NL,Cincinnati 4 at Chicago Cubs 1,Simon (2-1),Samardzija (0-2),Broxton (2),28699,,,
18-Apr,Fri,Indians,AL Central,AL,Toronto 3 at Cleveland 2,Delabar (1-0),Rzepczynski (0-1),Santos (5),16335,,,
18-Apr,Fri,Nationals,NL East,NL,at Washington 3 St. Louis 1,Gonzalez (3-1),Wacha (2-1),Soriano (4),31237,,,
18-Apr,Fri,Pirates,NL Central,NL,Milwaukee 5 at Pittsburgh 3,Lohse (3-1),Morton (0-2),Rodriguez (5),31564,,,
18-Apr,Fri,Tigers,AL Central,AL,LA Angels 11 at Detroit 6,Weaver (1-2),Smyly (1-1),,28435,,,
18-Apr,Fri,Red Sox,AL East,AL,Baltimore 8 at Boston 4,Tillman (2-1),Lackey (2-2),O'Day (1),36408,,,
18-Apr,Fri,Mets,NL East,NL,Atlanta 6 at NY Mets 0,Harang (3-1),Niese (0-2),,33199,,,
18-Apr,Fri,Marlins,NL East,NL,at Miami 8 Seattle 4,Cishek (1-0),Medina (0-1),,21388,y,,
18-Apr,Fri,Rays,AL East,AL,at Tampa Bay 11 NY Yankees 5,McGee (1-0),Warren (0-1),,26079,,,
18-Apr,Fri,Rangers,AL West,AL,at Texas 12 Chicago White Sox 0,Perez (3-0),Paulino (0-2),,40671,,,
18-Apr,Fri,Royals,AL Central,AL,at Kansas City 5 Minnesota 0,Vargas (2-0),Nolasco (1-2),,21192,,,
18-Apr,Fri,Rockies,NL West,NL,at Colorado 12 Philadelphia 1,Chatwood (1-0),Pettibone (0-1),,35705,,,
18-Apr,Fri,Athletics,AL West,AL,at Oakland 11 Houston 3,Gray (3-0),Cosart (1-2),,18234,,,
18-Apr,Fri,Dodgers,NL West,NL,Arizona 4 at LA Dodgers 2,Thatcher (1-0),Perez (0-1),Cahill (1),47680,,,
18-Apr,Fri,Padres,NL West,NL,at San Diego 2 San Francisco 1,Ross (2-2),Cain (0-3),Street (6),34839,,,
19-Apr,Sat,Indians,AL Central,AL,Toronto 5 at Cleveland 0,Buehrle (4-0),Kluber (1-2),,15188,,,
19-Apr,Sat,Nationals,NL East,NL,St. Louis 4 at Washington 3,Lynn (4-0),Zimmermann (1-1),Rosenthal (5),41084,,,
19-Apr,Sat,Tigers,AL Central,AL,at Detroit 5 LA Angels 2,Scherzer (1-1),Wilson (2-2),,36659,,,
19-Apr,Sat,Red Sox,AL East,AL,at Boston 4 Baltimore 2,Tazawa (1-0),Norris (0-2),Uehara (4),37689,,,
19-Apr,Sat,Royals,AL Central,AL,at Kansas City 5 Minnesota 4,Chen (1-1),Correia (0-2),Holland (6),24291,,,
19-Apr,Sat,Cubs,NL Central,NL,at Chicago Cubs 8 Cincinnati 4,Jackson (1-1),Cingrani (1-2),,32966,,,
19-Apr,Sat,Athletics,AL West,AL,at Oakland 4 Houston 3,Otero (3-0),Qualls (0-1),,33166,,,
19-Apr,Sat,Pirates,NL Central,NL,Milwaukee 8 at Pittsburgh 7,Henderson (2-0),Grilli (0-1),Rodriguez (6),32490,,,
19-Apr,Sat,Mets,NL East,NL,Atlanta 7 at NY Mets 5,Santana (2-0),Colon (1-3),Walden (1),31476,,,
19-Apr,Sat,Marlins,NL East,NL,at Miami 7 Seattle 0,Alvarez (1-2),Elias (1-2),,24003,y,,
19-Apr,Sat,Rays,AL East,AL,at Tampa Bay 16 NY Yankees 1,Archer (2-1),Nova (2-2),,30159,,,
19-Apr,Sat,Rangers,AL West,AL,at Texas 6 Chicago White Sox 3,Lewis (1-1),Quintana (1-1),Soria (3),44811,,,
19-Apr,Sat,Dodgers,NL West,NL,at LA Dodgers 8 Arizona 6,Haren (3-0),Bolsinger (0-1),Jansen (6),48541,,,
19-Apr,Sat,Rockies,NL West,NL,at Colorado 3 Philadelphia 1,Lyles (3-0),Kendrick (0-2),Hawkins (5),31352,,,
19-Apr,Sat,Padres,NL West,NL,at San Diego 3 San Francisco 1,Stults (1-2),Hudson (2-1),Benoit (1),43405,,,
20-Apr,Sun,Indians,AL Central,AL,at Cleveland 6 Toronto 4,Outman (3-0),Loup (1-1),Axford (6),11716,,,
20-Apr,Sun,Tigers,AL Central,AL,at Detroit 2 LA Angels 1,Porcello (2-1),Santiago (0-3),Nathan (3),28921,,,
20-Apr,Sun,Mets,NL East,NL,at NY Mets 4 Atlanta 3,Valverde (1-0),Schlosser (0-1),,33131,,,
20-Apr,Sun,Marlins,NL East,NL,at Miami 3 Seattle 2,Dunn (1-2),Wilhelmsen (0-1),Cishek (3),20228,y,,
20-Apr,Sun,Nationals,NL East,NL,at Washington 3 St. Louis 2,Soriano (1-0),Maness (0-1),,27653,,,
20-Apr,Sun,Pirates,NL Central,NL,Milwaukee 3 at Pittsburgh 2,Duke (1-0),Gomez (0-1),Rodriguez (7),21761,,,
20-Apr,Sun,Rays,AL East,AL,NY Yankees 5 at Tampa Bay 1,Claiborne (1-0),Bell (0-1),,26462,,,
20-Apr,Sun,Royals,AL Central,AL,Minnesota 8 at Kansas City 3,Hughes (1-1),Ventura (1-1),,17710,,,
20-Apr,Sun,Cubs,NL Central,NL,Cincinnati 8 at Chicago Cubs 2,Bailey (1-1),Villanueva (1-4),,27927,,,
20-Apr,Sun,Rangers,AL West,AL,Chicago White Sox 16 at Texas 2,Johnson (1-1),Ross (1-1),,35402,,,
20-Apr,Sun,Athletics,AL West,AL,at Oakland 4 Houston 1,Chavez (1-0),Peacock (0-2),Gregerson (3),16382,,,
20-Apr,Sun,Dodgers,NL West,NL,at LA Dodgers 4 Arizona 1,Wright (1-0),Collmenter (0-2),Jansen (7),37447,,,
20-Apr,Sun,Padres,NL West,NL,San Francisco 4 at San Diego 3,Lincecum (1-1),Erlin (1-2),Romo (5),25035,,,
20-Apr,Sun,Rockies,NL West,NL,Philadelphia 10 at Colorado 9,Diekman (2-1),Belisle (0-2),Papelbon (5),33563,,,
20-Apr,Sun,Red Sox,AL East,AL,at Boston 6 Baltimore 5,Mujica (1-1),Matusz (1-1),,33947,,,
21-Apr,Mon,Red Sox,AL East,AL,Baltimore 7 at Boston 6,Chen (3-1),Buchholz (0-2),Hunter (5),37513,,,
21-Apr,Mon,Pirates,NL Central,NL,at Pittsburgh 6 Cincinnati 5,Hughes (1-0),Hoover (1-2),,12864,,,
21-Apr,Mon,Indians,AL Central,AL,at Cleveland 4 Kansas City 3,McAllister (3-0),Guthrie (2-1),Axford (7),10789,,,
21-Apr,Mon,Nationals,NL East,NL,LA Angels 4 at Washington 2,Salas (1-0),Clippard (1-2),Frieri (2),24371,y,,
21-Apr,Mon,Tigers,AL Central,AL,Chicago White Sox 3 at Detroit 1,Danks (2-0),Sanchez (0-2),Lindstrom (2),24997,,,
21-Apr,Mon,Braves,NL East,NL,at Atlanta 4 Miami 2,Varvaro (1-0),Caminero (0-1),,16055,,,
21-Apr,Mon,Mets,NL East,NL,at NY Mets 2 St. Louis 0,Mejia (3-0),Lyons (0-1),Farnsworth (1),20382,,,
21-Apr,Mon,Cubs,NL Central,NL,at Chicago Cubs 5 Arizona 1,Wood (1-2),Arroyo (1-2),,32439,,,
21-Apr,Mon,Brewers,NL Central,NL,at Milwaukee 4 San Diego 3,Peralta (3-0),Cashner (2-2),Rodriguez (8),25408,,,
21-Apr,Mon,Rockies,NL West,NL,at Colorado 8 San Francisco 2,De La Rosa (1-3),Vogelsong (0-1),,25434,,,
21-Apr,Mon,Athletics,AL West,AL,Texas 4 at Oakland 3,Cotts (1-1),Doolittle (0-1),Soria (4),13297,,,
21-Apr,Mon,Mariiners,AL West,AL,Houston 7 at Seattle 2,Keuchel (2-1),Hernandez (3-1),,14630,,,
21-Apr,Mon,Dodgers,NL West,NL,Philadelphia 7 at LA Dodgers 0,Lee (3-2),Maholm (0-2),,37715,,,
22-Apr,Tues,Indians,AL Central,AL,Kansas City 8 at Cleveland 2,Shields (2-2),Salazar (0-3),,8848,,,
22-Apr,Tues,Nationals,NL East,NL,LA Angels 7 at Washington 2,Skaggs (2-0),Jordan (0-3),,21915,y,,
22-Apr,Tues,Pirates,NL Central,NL,Cincinnati 4 at Pittsburgh 1,Cueto (2-2),Volquez (1-1),,11926,,,
22-Apr,Tues,Blue Jays,AL East,AL,at Toronto 9 Baltimore 3,Delabar (2-0),Meek (0-1),,14866,,,
22-Apr,Tues,Tigers,AL Central,AL,at Detroit 8 Chicago White Sox 6,Verlander (3-1),Leesman (0-1),Chamberlain (1),24976,,,
22-Apr,Tues,Red Sox,AL East,AL,NY Yankees 9 at Boston 3,Tanaka (3-0),Lester (2-3),,37041,,,
22-Apr,Tues,Braves,NL East,NL,Miami 1 at Atlanta 0,Fernandez (3-1),Wood (2-3),Cishek (4),18275,,,
22-Apr,Tues,Mets,NL East,NL,St. Louis 3 at NY Mets 0,Wainwright (4-1),Gee (1-1),Rosenthal (6),20220,,,
22-Apr,Tues,Rays,AL East,AL,at Tampa Bay 7 Minnesota 3,Price (3-1),Gibson (3-1),,11785,,,
22-Apr,Tues,Cubs,NL Central,NL,at Chicago Cubs 9 Arizona 2,Hammel (3-1),McCarthy (0-4),,35381,,,
22-Apr,Tues,Brewers,NL Central,NL,San Diego 2 at Milwaukee 1,Roach (1-0),Figaro (0-1),Street (7),25815,,,
22-Apr,Tues,Rockies,NL West,NL,at Colorado 2 San Francisco 1,Morales (2-1),Bumgarner (2-2),Hawkins (6),27165,,,
22-Apr,Tues,Athletics,AL West,AL,Texas 5 at Oakland 4,Ogando (1-1),Gregerson (0-1),Soria (5),15744,,,
22-Apr,Tues,Mariiners,AL West,AL,Houston 5 at Seattle 2,McHugh (1-0),Ramirez (1-3),Fields (2),10466,,,
22-Apr,Tues,Dodgers,NL West,NL,Philadelphia 3 at LA Dodgers 2,Bastardo (3-1),Howell (1-2),Papelbon (6),44826,,,
23-Apr,Weds,Braves,NL East,NL,at Atlanta 3 Miami 1,Carpenter (1-0),Dunn (1-3),Kimbrel (6),21508,,,
23-Apr,Weds,Cubs,NL Central,NL,Arizona 7 at Chicago Cubs 5,Cahill (1-3),Strop (0-2),Reed (4),32323,,,
23-Apr,Weds,Rockies,NL West,NL,San Francisco 12 at Colorado 10,Machi (4-0),Bettis (0-1),,35191,,,
23-Apr,Weds,Athletics,AL West,AL,Texas 3 at Oakland 0,Perez (4-0),Gray (3-1),,18340,,,
23-Apr,Weds,Mariiners,AL West,AL,at Seattle 5 Houston 3,Rodney (1-1),Fields (0-1),,13739,,,
23-Apr,Weds,Red Sox,AL East,AL,at Boston 5 NY Yankees 1,Lackey (3-2),Pineda (2-2),,37015,,,
23-Apr,Weds,Indians,AL Central,AL,at Cleveland 5 Kansas City 3,Shaw (1-0),Herrera (0-1),Axford (8),9311,,,
23-Apr,Weds,Nationals,NL East,NL,at Washington 5 LA Angels 4,Storen (2-0),Frieri (0-2),,22504,y,,
23-Apr,Weds,Pirates,NL Central,NL,Cincinnati 5 at Pittsburgh 2,Simon (3-1),Morton (0-3),Broxton (3),16705,,,
23-Apr,Weds,Blue Jays,AL East,AL,Baltimore 10 at Toronto 8,Tillman (3-1),Redmond (0-2),Hunter (6),15202,,,
23-Apr,Weds,Tigers,AL Central,AL,Chicago White Sox 6 at Detroit 4,Rienzo (1-0),Reed (0-1),Lindstrom (3),23451,,,
23-Apr,Weds,Mets,NL East,NL,at NY Mets 3 St. Louis 2,Niese (1-2),Wacha (2-2),Farnsworth (2),21981,,,
23-Apr,Weds,Rays,AL East,AL,Minnesota 6 at Tampa Bay 4,Fien (3-0),Lueke (0-1),Perkins (4),11993,,,
23-Apr,Weds,Brewers,NL Central,NL,at Milwaukee 5 San Diego 2,Lohse (4-1),Ross (2-3),Rodriguez (9),28095,,,
23-Apr,Weds,Dodgers,NL West,NL,at LA Dodgers 5 Philadelphia 2,Greinke (4-0),Hamels (0-1),Jansen (8),40776,,,
24-Apr,Thurs,Indians,AL Central,AL,at Cleveland 5 Kansas City 1,Kluber (2-2),Chen (1-2),,10440,,,
24-Apr,Thurs,Pirates,NL Central,NL,Cincinnati 2 at Pittsburgh 1,Cingrani (2-2),Cumpton (0-1),Broxton (4),18896,,,
24-Apr,Thurs,Tigers,AL Central,AL,at Detroit 7 Chicago White Sox 4,Scherzer (2-1),Quintana (1-2),Nathan (4),28514,,,
24-Apr,Thurs,Mets,NL East,NL,at NY Mets 4 St. Louis 1,Colon (2-3),Lynn (4-1),Matsuzaka (1),22669,,,
24-Apr,Thurs,Rays,AL East,AL,Minnesota 9 at Tampa Bay 7,Nolasco (2-2),Bedard (0-1),Perkins (5),13177,,,
24-Apr,Thurs,Cubs,NL Central,NL,Arizona 5 at Chicago Cubs 2,Bolsinger (1-1),Jackson (1-2),Reed (5),33085,,,
24-Apr,Thurs,Nationals,NL East,NL,San Diego 4 at Washington 3,Torres (1-0),Stammen (0-1),Street (8),22904,,,
24-Apr,Thurs,Blue Jays,AL East,AL,Baltimore 11 at Toronto 4,Norris (1-2),Cecil (0-1),,16283,,,
24-Apr,Thurs,Red Sox,AL East,AL,NY Yankees 14 at Boston 5,Sabathia (3-2),Doubront (1-3),,37356,,,
24-Apr,Thurs,Astros,AL West,AL,Oakland 10 at Houston 1,Kazmir (3-0),Oberholtzer (0-4),,19987,,,
24-Apr,Thurs,Dodgers,NL West,NL,Philadelphia 7 at LA Dodgers 3,Adams (1-0),Wilson (0-2),,51699,,,
25-Apr,Fri,Orioles,AL East,AL,Kansas City 5 at Baltimore 0,Ventura (2-1),Jimenez (0-4),,22478,,,
25-Apr,Fri,Yankees,AL East,AL,LA Angels 13 at NY Yankees 1,Wilson (3-2),Kuroda (2-2),,38358,,,
25-Apr,Fri,Nationals,NL East,NL,at Washington 11 San Diego 1,Strasburg (2-2),Erlin (1-3),,25497,,,
25-Apr,Fri,Blue Jays,AL East,AL,Boston 8 at Toronto 1,Peavy (1-0),Buehrle (4-1),,29411,,,
25-Apr,Fri,Mets,NL East,NL,at NY Mets 4 Miami 3,Familia (1-2),Cishek (1-1),,21171,,,
25-Apr,Fri,Braves,NL East,NL,at Atlanta 5 Cincinnati 4,Santana (3-0),Bailey (1-2),Kimbrel (7),31111,,,
25-Apr,Fri,White Sox,AL Central,AL,at Chicago White Sox 9 Tampa Bay 6,Lindstrom (2-1),Balfour (0-1),,17210,,,
25-Apr,Fri,Brewers,NL Central,NL,at Milwaukee 5 Chicago Cubs 2,Garza (1-2),Villanueva (1-5),Rodriguez (10),32868,,,
25-Apr,Fri,Twins,AL Central,AL,Detroit 10 at Minnesota 6,Porcello (3-1),Correia (0-3),,27558,,,
25-Apr,Fri,Astros,AL West,AL,Oakland 12 at Houston 5,Gregerson (1-1),Fields (0-2),,17708,,,
25-Apr,Fri,Cardinals,NL Central,NL,at St. Louis 1 Pittsburgh 0,Miller (2-2),Cole (2-2),Rosenthal (7),43193,,,
25-Apr,Fri,Dbacks,NL West,NL,at Arizona 5 Philadelphia 4,Collmenter (1-2),Hernandez (1-1),Reed (6),28168,,,
25-Apr,Fri,Mariiners,AL West,AL,at Seattle 6 Texas 5,Medina (1-1),Cotts (1-2),Rodney (4),31145,,,
25-Apr,Fri,Dodgers,NL West,NL,Colorado 5 at LA Dodgers 4,Brothers (2-2),Wright (1-1),Hawkins (7),44866,,,
25-Apr,Fri,Giants,NL West,NL,at San Francisco 5 Cleveland 1,Hudson (3-1),Carrasco (0-3),,41296,y,,
26-Apr,Sat,Yankees,AL East,AL,at NY Yankees 4 LA Angels 3,Betances (1-0),Santiago (0-4),Robertson (3),40908,,,
26-Apr,Sat,Nationals,NL East,NL,at Washington 4 San Diego 0,Roark (2-0),Cashner (2-3),,31590,,,
26-Apr,Sat,Blue Jays,AL East,AL,Boston 7 at Toronto 6,Buchholz (1-2),Morrow (1-2),Uehara (5),40322,,,
26-Apr,Sat,Twins,AL Central,AL,at Minnesota 5 Detroit 3,Hughes (2-1),Ortega (0-1),Perkins (6),28122,,,
26-Apr,Sat,Cardinals,NL Central,NL,Pittsburgh 6 at St. Louis 1,Pimentel (2-0),Lyons (0-2),,46254,,,
26-Apr,Sat,Giants,NL West,NL,at San Francisco 5 Cleveland 3,Gutierrez (1-1),McAllister (3-1),Romo (6),42088,y,,
26-Apr,Sat,Orioles,AL East,AL,at Baltimore 3 Kansas City 2,Britton (3-0),Duffy (1-1),,34941,,,
26-Apr,Sat,White Sox,AL Central,AL,Tampa Bay 4 at Chicago White Sox 0,Ramos (1-1),Danks (2-1),,22412,,,
26-Apr,Sat,Brewers,NL Central,NL,at Milwaukee 5 Chicago Cubs 3,Estrada (2-1),Wood (1-3),Rodriguez (11),40008,,,
26-Apr,Sat,Braves,NL East,NL,at Atlanta 4 Cincinnati 1,Hale (1-0),Leake (2-2),Kimbrel (8),33702,,,
26-Apr,Sat,Astros,AL West,AL,at Houston 7 Oakland 6,Williams (1-1),Doolittle (0-2),Valdes (1),17850,,,
26-Apr,Sat,Mets,NL East,NL,Miami 7 at NY Mets 6,Dunn (2-3),Farnsworth (0-1),Cishek (5),21492,,,
26-Apr,Sat,Dbacks,NL West,NL,Philadelphia 6 at Arizona 5,Manship (1-0),Cahill (1-4),Papelbon (7),35462,,,
26-Apr,Sat,Mariiners,AL West,AL,Texas 6 at Seattle 3,Poreda (1-0),Furbush (0-2),Soria (6),30038,,,
26-Apr,Sat,Dodgers,NL West,NL,at LA Dodgers 6 Colorado 3,Maholm (1-2),Nicasio (2-1),Jansen (9),45241,,,
27-Apr,Sun,Blue Jays,AL East,AL,at Toronto 7 Boston 1,Dickey (2-3),Lester (2-4),,45260,,,
27-Apr,Sun,Mets,NL East,NL,at NY Mets 4 Miami 0,Gee (2-1),Koehler (2-2),,26861,,,
27-Apr,Sun,Orioles,AL East,AL,Kansas City 9 at Baltimore 3,Shields (3-2),Gonzalez (1-2),,38368,,,
27-Apr,Sun,Braves,NL East,NL,at Atlanta 1 Cincinnati 0,Thomas (1-0),Hoover (1-3),,31446,,,
27-Apr,Sun,Nationals,NL East,NL,San Diego 4 at Washington 2,Kennedy (2-3),Detwiler (0-1),Street (9),34873,,,
27-Apr,Sun,White Sox,AL Central,AL,at Chicago White Sox 9 Tampa Bay 2,Carroll (1-0),Price (3-2),,17313,,,
27-Apr,Sun,Brewers,NL Central,NL,Chicago Cubs 4 at Milwaukee 0,Hammel (4-1),Peralta (3-1),,45286,,,
27-Apr,Sun,Twins,AL Central,AL,Detroit at Minnesota,Postponed,,,N/A,,,
27-Apr,Sun,Astros,AL West,AL,at Houston 5 Oakland 1,McHugh (2-0),Milone (0-2),,18935,,,
27-Apr,Sun,Cardinals,NL Central,NL,at St. Louis 7 Pittsburgh 0,Wainwright (5-1),Volquez (1-2),,41986,,,
27-Apr,Sun,Giants,NL West,NL,at San Francisco 4 Cleveland 1,Romo (2-0),Allen (2-1),,41530,y,,
27-Apr,Sun,Mariiners,AL West,AL,at Seattle 6 Texas 5,Farquhar (1-0),Ogando (1-2),Rodney (5),26300,,,
27-Apr,Sun,Dodgers,NL West,NL,Colorado 6 at LA Dodgers 1,De La Rosa (2-3),Ryu (2-2),,52359,,,
27-Apr,Sun,Dbacks,NL West,NL,Philadelphia 2 at Arizona 0,Burnett (1-1),McCarthy (0-5),Papelbon (8),30022,,,
27-Apr,Sun,Yankees,AL East,AL,at NY Yankees 3 LA Angels 2,Warren (1-1),Kohn (1-1),Robertson (4),40028,,,
28-Apr,Mon,Reds,NL Central,NL,Chicago Cubs at Cincinnati,Postponed,,,N/A,,,
28-Apr,Mon,Rangers,AL West,AL,Oakland 4 at Texas 0,Gray (4-1),Darvish (1-1),,28548,,,
28-Apr,Mon,White Sox,AL Central,AL,at Chicago White Sox 7 Tampa Bay 3,Rienzo (2-0),Odorizzi (1-3),,11268,,,
28-Apr,Mon,Cardinals,NL Central,NL,Milwaukee 5 at St. Louis 3,Duke (2-0),Maness (0-2),Rodriguez (12),40514,,,
28-Apr,Mon,Dbacks,NL West,NL,Colorado 8 at Arizona 5,Morales (3-1),Miley (2-3),Hawkins (8),17127,,,
28-Apr,Mon,Angels,AL West,AL,at LA Angels 6 Cleveland 3,Salas (2-0),Masterson (0-1),Smith (1),37654,,,
28-Apr,Mon,Giants,NL West,NL,San Diego 6 at San Francisco 4,Ross (3-3),Bumgarner (2-3),Street (10),41533,,,
29-Apr,Tues,Orioles,AL East,AL,Pittsburgh at Baltimore,Postponed,,,N/A,y,,
29-Apr,Tues,Yankees,AL East,AL,Seattle 6 at NY Yankees 3,Young (1-0),Sabathia (3-3),,37484,,,
29-Apr,Tues,Phillies,NL East,NL,NY Mets 6 at Philadelphia 1,Niese (2-2),Hamels (0-2),,28189,,,
29-Apr,Tues,Red Sox,AL East,AL,at Boston 7 Tampa Bay 4,Lackey (4-2),Gomes (1-1),Uehara (6),34794,,,
29-Apr,Tues,Reds,NL Central,NL,at Cincinnati 3 Chicago Cubs 2,Simon (4-1),Samardzija (0-3),Broxton (5),17579,,,
29-Apr,Tues,Marlins,NL East,NL,at Miami 9 Atlanta 0,Fernandez (4-1),Wood (2-4),,21992,,,
29-Apr,Tues,Rangers,AL West,AL,Oakland 9 at Texas 3,Kazmir (4-0),Perez (4-1),,30221,,,
29-Apr,Tues,White Sox,AL Central,AL,Detroit 4 at Chicago White Sox 3,Chamberlain (1-1),Belisario (1-3),Nathan (5),17023,,,
29-Apr,Tues,Royals,AL Central,AL,at Kansas City 10 Toronto 7,Crow (1-1),Cecil (0-2),,10705,,,
29-Apr,Tues,Twins,AL Central,AL,LA Dodgers at Minnesota,Postponed,,,N/A,y,,
29-Apr,Tues,Astros,AL West,AL,Washington 4 at Houston 3,Clippard (2-2),Fields (0-3),Soriano (5),23394,y,,
29-Apr,Tues,Cardinals,NL Central,NL,Milwaukee 5 at St. Louis 4,Thornburg (3-0),Siegrist (0-1),Rodriguez (13),40531,,,
29-Apr,Tues,Dbacks,NL West,NL,Colorado 5 at Arizona 4,Logan (1-0),Reed (0-2),Hawkins (9),19702,,,
29-Apr,Tues,Angels,AL West,AL,at LA Angels 6 Cleveland 4,Weaver (2-2),Kluber (2-3),Smith (2),35131,,,
29-Apr,Tues,Giants,NL West,NL,at San Francisco 6 San Diego 0,Petit (2-1),Stults (1-3),,41952,,,
30-Apr,Weds,Cardinals,NL Central,NL,at St. Louis 9 Milwaukee 3,Miller (3-2),Garza (1-3),,40783,,,
30-Apr,Weds,White Sox,AL Central,AL,Detroit 5 at Chicago White Sox 1,Scherzer (3-1),Noesi (0-2),,15157,,,
30-Apr,Weds,Red Sox,AL East,AL,Tampa Bay at Boston,Postponed,,,N/A,,,
30-Apr,Weds,Orioles,AL East,AL,Pittsburgh at Baltimore,Postponed,,,N/A,y,,
30-Apr,Weds,Angels,AL West,AL,at LA Angels 7 Cleveland 1,Wilson (4-2),McAllister (3-2),,33334,,,
30-Apr,Weds,Yankees,AL East,AL,Seattle at NY Yankees,Postponed,,,N/A,,,
30-Apr,Weds,Phillies,NL East,NL,NY Mets at Philadelphia,Postponed,,,N/A,,,
